-2.3230556,-1.9405483,-2.3274657,-1.930165,,,,-2.1930556,-1.8105483,-2.1974657,-1.800165
-2.3215338,-1.9420506,-2.3259555,-1.9315933,,,,-2.1915338,-1.8120506,-2.1959555,-1.8015933
-2.3193222,-1.9442629,-2.3235263,-1.9340367,,,,-2.1893222,-1.8142629,-2.1935263,-1.8040367
-2.3164402,-1.9471943,-2.320489,-1.937226,,,,-2.1864402,-1.8171943,-2.190489,-1.807226
-2.3128716,-1.9507555,-2.317028,-1.9407351,,,,-2.1828716,-1.8207555,-2.187028,-1.8107351
-2.308619,-1.9549583,-2.3130652,-1.9445303,,,,-2.178619,-1.8249583,-2.1830652,-1.8145303
-2.3037094,-1.9598519,-2.3081194,-1.9494157,,,,-2.1737094,-1.8298519,-2.1781194,-1.8194157
-2.29815,-1.9654232,-2.3023063,-1.955262,,,,-2.16815,-1.8354232,-2.1723063,-1.825262
-2.291965,-1.971654,-2.2960078,-1.9617025,,,,-2.161965,-1.841654,-2.1660078,-1.8317025
-2.2851447,-1.9784559,-2.289342,-1.9683847,,,,-2.1551447,-1.8484559,-2.159342,-1.8383847
-2.2777056,-1.9858519,-2.2821642,-1.9754107,,,,-2.1477056,-1.8558519,-2.1521642,-1.8454107
-2.2696756,-1.9938655,-2.2740365,-1.9834924,,,,-2.1396756,-1.8638655,-2.1440365,-1.8534924
-2.2610773,-2.0024976,-2.2651993,-1.9923933,,,,-2.1310773,-1.8724976,-2.1351993,-1.8623933
-2.2519292,-2.0116782,-2.2560068,-2.0016937,,,,-2.1219292,-1.8816782,-2.1260068,-1.8716937
-2.242235,-2.0213522,-2.246491,-2.0112033,,,,-2.112235,-1.8913522,-2.116491,-1.8812033
-2.232021,-2.0315348,-2.2364951,-2.0210888,,,,-2.102021,-1.9015348,-2.1064951,-1.8910888
-2.2213153,-2.0422317,-2.2256404,-2.0319058,,,,-2.0913153,-1.9122317,-2.0956404,-1.9019058
-2.210152,-2.0534427,-2.214248,-2.043381,,,,-2.080152,-1.9234427,-2.084248,-1.913381
-2.198547,-2.065069,-2.2026604,-2.0550519,,,,-2.068547,-1.935069,-2.0726604,-1.9250519
-2.1865126,-2.0770688,-2.190863,-2.0668067,,,,-2.0565126,-1.9470688,-2.060863,-1.9368067
-2.1740865,-2.0894754,-2.1785473,-2.079048,,,,-2.0440865,-1.9594754,-2.0485473,-1.949048
-2.1612972,-2.1022679,-2.165574,-2.091987,,,,-2.0312972,-1.9722679,-2.035574,-1.961987
-2.1481859,-2.1154382,-2.1522583,-2.1054049,,,,-2.0181859,-1.9854382,-2.0222583,-1.9754049
-2.1347674,-2.1288755,-2.1388825,-2.1188785,,,,-2.0047674,-1.9988755,-2.0088825,-1.9888785
-2.1210613,-2.1425387,-2.1255033,-2.132211,,,,-1.9910613,-2.0125387,-1.9955033,-2.002211
-2.1071096,-2.1564778,-2.111628,-2.1460086,,,,-1.9771096,-2.0264778,-1.981628,-2.0160086
-2.0929421,-2.170653,-2.0972049,-2.1603972,,,,-1.9629421,-2.040653,-1.9672049,-2.0303972
-2.0786068,-2.1850528,-2.0826981,-2.1750077,,,,-1.9486068,-2.0550528,-1.9526981,-2.0450077
-2.064117,-2.199559,-2.0682814,-2.1895222,,,,-1.934117,-2.069559,-1.9382814,-2.0595222
-2.0494963,-2.2141398,-2.0539852,-2.2037913,,,,-1.9194963,-2.0841398,-1.9239852,-2.0737913
-2.0347889,-2.2288386,-2.0393194,-2.2183942,,,,-1.9047889,-2.0988386,-1.9093194,-2.0883942
-2.0200269,-2.2436148,-2.0243005,-2.233365,,,,-1.8900269,-2.1136148,-1.8943005,-2.103365
-2.0052586,-2.2584509,-2.0093542,-2.2484049,,,,-1.8752586,-2.1284509,-1.8793542,-2.1184049
-1.9904972,-2.273221,-1.9947087,-2.2631482,,,,-1.8604972,-2.143221,-1.8647087,-2.1331482
-1.9757679,-2.2879056,-1.980331,-2.2775089,,,,-1.8457679,-2.1579056,-1.850331,-2.1475089
-1.9611173,-2.302551,-1.9656721,-2.2921127,,,,-1.8311173,-2.172551,-1.8356721,-2.1621127
-1.9465762,-2.317115,-1.9508295,-2.3068923,,,,-1.8165762,-2.187115,-1.8208295,-2.1768923
-1.9321911,-2.3315624,-1.9362913,-2.3215174,,,,-1.8021911,-2.2015624,-1.8062913,-2.1915174
-1.9179725,-2.3457738,-1.922256,-2.3356475,,,,-1.7879725,-2.2157738,-1.792256,-2.2056475
-1.9039477,-2.3597523,-1.9085776,-2.3493136,,,,-1.7739477,-2.2297523,-1.7785776,-2.2193136
-1.8901613,-2.3735293,-1.8946923,-2.363129,,,,-1.7601613,-2.2435293,-1.7646923,-2.233129
-1.8766464,-2.3870815,-1.8808789,-2.3768915,,,,-1.7466464,-2.2570815,-1.7508789,-2.2468915
-1.8634384,-2.4003364,-1.867585,-2.3902637,,,,-1.7334384,-2.2703364,-1.737585,-2.2602637
-1.8505478,-2.4132108,-1.854914,-2.4030238,,,,-1.7205478,-2.2832108,-1.724914,-2.2730238
-1.838004,-2.4257144,-1.8426712,-2.415274,,,,-1.708004,-2.2957144,-1.7126712,-2.285274
-1.8258425,-2.4378663,-1.8303458,-2.4275042,,,,-1.6958425,-2.3078663,-1.7003458,-2.2975042
-1.8140992,-2.4496566,-1.8183107,-2.4394904,,,,-1.6840992,-2.3196566,-1.6883107,-2.3094904
-1.8027962,-2.460987,-1.8069826,-2.4508864,,,,-1.6727962,-2.330987,-1.6769826,-2.3208864
-1.7919462,-2.471806,-1.7964146,-2.4615516,,,,-1.6619462,-2.341806,-1.6664146,-2.3315516
-1.7815731,-2.482139,-1.7863252,-2.4716476,,,,-1.6515731,-2.352139,-1.6563252,-2.3416476
-1.7717072,-2.4919902,-1.7762263,-2.4816126,,,,-1.6417072,-2.3619902,-1.6462263,-2.3516126
-1.7623836,-2.5013741,-1.7665438,-2.4912318,,,,-1.6323836,-2.3713741,-1.6365438,-2.3612318
-1.753613,-2.5101582,-1.7578358,-2.500039,,,,-1.623613,-2.3801582,-1.6278358,-2.370039
-1.7453991,-2.5183135,-1.7499993,-2.5079747,,,,-1.6153991,-2.3883135,-1.6199993,-2.3779747
-1.7377708,-2.5259084,-1.7425138,-2.515439,,,,-1.6077708,-2.3959084,-1.6125138,-2.385439
-1.7307468,-2.5329253,-1.7351543,-2.522633,,,,-1.6007468,-2.4029253,-1.6051543,-2.392633
-1.7243581,-2.5393587,-1.7285734,-2.5292124,,,,-1.5943581,-2.4093587,-1.5985734,-2.3992124
-1.7186025,-2.5451173,-1.7229064,-2.5349747,,,,-1.5886025,-2.4151173,-1.5929064,-2.4049747
-1.7134827,-2.5501815,-1.7181604,-2.539812,,,,-1.5834827,-2.4201815,-1.5881604,-2.409812
-1.7090203,-2.5546166,-1.713733,-2.5441846,,,,-1.5790203,-2.4246166,-1.583733,-2.4141846
-1.7052263,-2.558407,-1.7096357,-2.5481235,,,,-1.5752263,-2.428407,-1.5796357,-2.4181235
-1.702124,-2.5615507,-1.7063558,-2.551404,,,,-1.572124,-2.4315507,-1.5763558,-2.421404
-1.6997017,-2.5639612,-1.7040877,-2.5537747,,,,-1.5697017,-2.4339612,-1.5740877,-2.4237747
-1.6979569,-2.565646,-1.7027178,-2.5552186,,,,-1.5679569,-2.435646,-1.5727178,-2.4252186
-1.6969078,-2.5666744,-1.7015789,-2.5562724,,,,-1.5669078,-2.4366744,-1.5715789,-2.4262724
-1.696556,-2.567039,-1.7008932,-2.5568045,,,,-1.566556,-2.437039,-1.5708932,-2.4268045
-1.6969131,-2.5667132,-1.7011491,-2.5565797,,,,-1.5669131,-2.4367132,-1.5711491,-2.4265797
-1.697958,-2.5656391,-1.7024283,-2.5554098,,,,-1.567958,-2.4356391,-1.5724283,-2.4254098
-1.6996876,-2.563859,-1.7044715,-2.5534092,,,,-1.5696876,-2.433859,-1.5744715,-2.4234092
-1.7021073,-2.561418,-1.7067063,-2.551039,,,,-1.5721073,-2.431418,-1.5767063,-2.421039
-1.7052195,-2.5583383,-1.7095004,-2.548134,,,,-1.5752195,-2.4283383,-1.5795004,-2.418134
-1.7090153,-2.554562,-1.7132654,-2.544419,,,,-1.5790153,-2.424562,-1.5832654,-2.414419
