EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
200,476.90146040916443,3293184,463.98422,9711.11178,240.55627,435.98479,24.37698,16.53961,1000.00000,-0.26054,0.91483,1.01275,-3.45459,6.22520,2.00655,13.76540,4.17481,32.35142,12.33647,73.56780,15.17599,-51.14688,13.57210,-17.88166,-83.90639,28.17395,17.13684,156.82928,8.78877,422.69971,475.13696,4141.94141,71.33611,0.01743,0.01191,0.05417,-0.01220,3.72916,0.06092,3.88759,3.51402,1.75114,0.05796,1.95000,1.59350,6.59123,0.06936,6.73499,6.38729,-5.27292,1.47980,-2.37986,-11.05419,-2.04542,0.00145,-2.04266,-2.04821,0.03547,0.00031,0.03596,0.03495,-2.00156,0.00222,-1.99874,-2.00601,-2.09110,0.00208,-2.08631,-2.09502,3.11647,2.22342,24.89617,1.05611,0.27556,0.16529,0.95221,0.00212,5.06985,1.02574,9.12506,2.50962
210,481.81409788131714,3457024,474.64314,11764.82623,345.38662,440.44838,24.77475,16.57796,916.12500,-0.16674,0.47189,0.86623,-1.28321,5.78385,0.65512,7.57723,4.32782,32.46983,10.28126,65.05591,15.63164,-48.54722,11.54906,-18.90095,-79.51588,25.97919,7.54491,49.88349,12.96547,294.58958,128.76929,1052.61414,104.08743,0.01814,0.01147,0.05769,-0.00611,3.70521,0.05488,3.89038,3.49246,1.74383,0.05408,1.92975,1.56779,6.56293,0.06525,6.71066,6.37550,-5.25770,1.60903,-2.44862,-12.24596,-2.04046,0.00105,-2.03875,-2.04264,0.03357,0.00037,0.03494,0.03316,-1.99876,0.00132,-1.99609,-2.00061,-2.08202,0.00149,-2.07989,-2.08628,3.16121,1.79690,26.11097,1.05573,0.26439,0.16532,0.94933,0.00295,5.17351,1.11670,10.18059,2.73128
220,475.8112635612488,3620864,575.25612,11981.22763,371.41611,435.33782,24.29104,16.17428,1000.00000,-0.27370,0.61711,0.84150,-2.40817,6.14813,1.69367,12.09861,3.55879,30.26771,11.30127,65.66616,13.13469,-55.38054,16.24085,-16.82756,-83.52043,31.80487,20.59030,120.11710,9.53088,296.15431,178.52883,2081.20361,84.55710,0.01826,0.01167,0.06159,-0.01148,3.67243,0.05943,3.85293,3.48397,1.74812,0.05669,1.92989,1.58899,6.53019,0.06377,6.67831,6.30182,-5.33820,1.46997,-2.38052,-10.16462,-2.03614,0.00164,-2.03307,-2.03877,0.03319,0.00034,0.03385,0.03254,-1.99434,0.00077,-1.99263,-1.99609,-2.07710,0.00221,-2.07449,-2.08146,3.11183,1.62344,27.49526,1.03313,0.25162,0.16426,0.94989,0.00044,4.98367,1.11061,11.74701,2.77604
230,475.1319625377655,3784704,669.47153,11392.01006,389.14540,434.56408,24.27955,16.28826,1000.00000,-0.12537,0.50181,0.73721,-1.75434,5.60947,1.23235,9.76112,3.46234,30.65376,11.08611,63.82890,12.73228,-50.50710,13.65744,-23.55624,-77.33101,22.92597,9.64837,63.40536,7.33410,347.55420,300.09563,2374.78589,77.41305,0.01636,0.01201,0.05504,-0.01581,3.64401,0.05697,3.82035,3.45557,1.74593,0.05484,1.90291,1.59042,6.49649,0.07065,6.65534,6.31275,-5.40536,1.45367,-2.42224,-11.12560,-2.03115,0.00127,-2.02868,-2.03304,0.03256,0.00048,0.03345,0.03171,-1.99172,0.00082,-1.99001,-1.99289,-2.07186,0.00140,-2.06848,-2.07445,2.96812,1.47069,17.60862,1.04552,0.27475,0.15867,0.93734,0.00005,4.81143,1.04655,11.30429,2.36301
240,476.42087483406067,3948544,705.92755,12225.87003,277.93858,435.82046,24.31990,16.23204,1000.00000,-0.25112,0.94337,0.85543,-3.90586,5.29259,2.76428,15.47146,3.22692,24.53673,9.23372,63.74152,10.07167,-44.69845,19.25214,-15.98076,-90.60953,19.84917,22.86932,248.29199,5.65666,313.37556,383.34221,3316.53882,69.15122,0.01769,0.01204,0.05458,-0.00552,3.60979,0.05569,3.75579,3.43158,1.75411,0.05261,1.93102,1.58200,6.46944,0.06649,6.64300,6.24289,-5.44186,1.64942,-2.58530,-12.95190,-2.02617,0.00147,-2.02362,-2.02866,0.03201,0.00024,0.03226,0.03138,-1.98821,0.00165,-1.98603,-1.99097,-2.06576,0.00124,-2.06396,-2.06843,3.18058,2.16016,31.87660,1.05229,0.26525,0.16300,0.94881,0.00001,4.78853,1.03455,9.45389,2.48186
250,478.2790229320526,4112384,678.89759,10674.58880,142.32061,437.33148,24.31479,16.63267,902.12500,-0.64369,0.83564,0.65181,-3.13822,6.42033,3.01260,13.96915,3.33585,26.38991,7.75841,50.26139,13.04695,-55.49602,21.12432,-18.36243,-100.42926,37.20072,36.54624,164.59677,7.00556,346.49064,310.52488,2011.59241,63.93254,0.01743,0.01189,0.06921,-0.00898,3.57472,0.05858,3.74783,3.35898,1.74756,0.05356,1.88451,1.59333,6.43075,0.06679,6.58415,6.25626,-5.36996,1.40465,-2.72655,-10.86596,-2.01985,0.00245,-2.01541,-2.02362,0.03247,0.00049,0.03347,0.03198,-1.98200,0.00347,-1.97549,-1.98654,-2.06210,0.00203,-2.05717,-2.06452,3.07384,1.17686,9.27147,1.03862,0.26502,0.16299,0.95884,0.00121,4.51017,1.00815,10.14452,2.37090
260,477.4592740535736,4276224,671.22178,10518.38107,229.92821,437.00980,24.29153,16.15787,1000.00000,-1.21609,2.03174,0.79746,-7.65638,7.10207,4.22451,18.49231,3.23760,27.79505,9.96455,71.61909,10.53469,-53.04729,16.01397,-20.27215,-85.62065,40.16301,47.56028,377.36182,7.45219,488.44279,821.67879,7132.98633,68.37267,0.01824,0.01159,0.07185,-0.00945,3.53834,0.05496,3.70327,3.39338,1.74562,0.05592,1.95696,1.60084,6.38947,0.06758,6.54458,6.17662,-5.49922,1.42806,-2.39831,-11.79014,-2.01331,0.00128,-2.01080,-2.01539,0.03335,0.00018,0.03368,0.03298,-1.97289,0.00149,-1.96958,-1.97545,-2.05479,0.00119,-2.05211,-2.05713,2.99607,1.16367,11.43287,1.06477,0.27412,0.16415,0.94307,0.00023,4.63761,1.01772,9.19593,2.59268
270,477.2211763858795,4440064,665.59656,10419.90028,285.49077,436.50705,24.29478,16.41926,927.12500,-0.60692,0.85025,0.94356,-2.24010,7.45131,1.96991,12.12076,4.15867,28.87274,7.67315,60.05417,12.88512,-55.72692,14.89992,-19.38046,-86.90485,35.81303,17.27222,123.60599,12.59351,823.89603,815.11760,6772.88135,90.59331,0.01507,0.01037,0.04813,-0.00888,3.51311,0.05407,3.67912,3.34366,1.74747,0.05429,1.98004,1.60248,6.36945,0.06425,6.51619,6.17627,-5.56664,1.50166,-2.51561,-10.58820,-2.00779,0.00136,-2.00574,-2.01079,0.03466,0.00051,0.03556,0.03321,-1.96462,0.00168,-1.96311,-1.96956,-2.05153,0.00076,-2.05014,-2.05283,2.66930,0.89439,11.28201,1.02294,0.31641,0.16371,0.96318,0.00252,4.56844,0.89436,7.78035,2.74519
280,476.74037981033325,4603904,622.41573,12106.18039,323.91818,436.07814,24.41941,16.24275,1000.00000,-0.27423,1.08600,0.97379,-3.70015,7.16863,2.78440,15.41105,4.29638,35.06064,10.26376,74.87303,15.88645,-55.86703,14.38211,-18.82683,-80.30976,40.81339,34.04415,206.08255,12.56858,1001.36852,1203.89061,8694.17480,89.10768,0.01360,0.01208,0.09297,-0.01004,3.49569,0.05333,3.66363,3.32163,1.74246,0.05476,1.90863,1.58247,6.34267,0.06892,6.51022,6.16842,-5.57121,1.54677,-2.24751,-11.78526,-2.00477,0.00056,-2.00341,-2.00575,0.03519,0.00047,0.03600,0.03431,-1.96103,0.00118,-1.95852,-1.96343,-2.05158,0.00105,-2.04955,-2.05304,2.73625,1.10720,12.77775,1.03117,0.31227,0.16365,0.97359,0.00218,4.48495,0.96935,14.13045,2.43154
290,477.85155487060547,4767744,642.81483,10948.02747,277.71533,437.26981,24.28164,16.30003,1000.00000,-0.07962,0.75403,1.00564,-2.24725,6.35573,1.85754,10.87309,3.67147,31.44302,13.01676,85.43272,15.05259,-54.86983,14.15585,-21.27680,-84.60713,31.45792,18.87684,95.23927,8.41239,411.75105,337.15016,2290.70215,68.02740,0.01559,0.01109,0.05476,-0.00947,3.46943,0.05744,3.62654,3.30351,1.75105,0.05552,1.91122,1.60967,6.32766,0.06723,6.47653,6.12941,-5.52985,1.50602,-2.48759,-11.81751,-2.00098,0.00133,-1.99864,-2.00340,0.03633,0.00034,0.03670,0.03538,-1.95538,0.00143,-1.95364,-1.95848,-2.04970,0.00145,-2.04638,-2.05174,2.96441,1.08733,11.27296,1.03485,0.26038,0.17218,0.94856,0.00386,4.41020,0.89570,7.77472,2.52325
300,477.2029860019684,4931584,659.10621,11947.44144,363.91731,436.65205,24.27340,16.27746,904.12500,-0.04522,0.52240,0.85550,-1.90845,5.16521,1.53814,11.06654,3.47128,30.77653,12.07989,71.43790,13.03474,-51.71956,17.47339,-19.65952,-87.80173,22.34724,20.75802,116.61285,5.52481,212.08098,92.74198,568.65912,55.93298,0.01827,0.01274,0.11017,-0.00682,3.43650,0.05554,3.58049,3.28176,1.74399,0.05559,1.91827,1.57010,6.29911,0.06552,6.44642,6.11313,-5.48450,1.58156,-2.47044,-15.43918,-1.99657,0.00156,-1.99341,-1.99862,0.03517,0.00048,0.03624,0.03450,-1.95305,0.00112,-1.95057,-1.95445,-2.04147,0.00281,-2.03615,-2.04637,3.24856,1.88112,20.74146,1.06654,0.24566,0.16656,0.94346,0.00016,4.52372,1.17009,13.70876,2.32500
310,477.4537546634674,5095424,594.16517,12775.03594,311.83115,436.72031,24.22134,16.50638,966.75000,-0.91300,1.06091,0.88272,-3.69562,8.41111,3.13012,15.71601,4.06021,31.97498,9.51371,69.11243,15.48346,-60.97297,14.00230,-21.13047,-91.59879,41.67507,28.26322,259.39990,11.01985,719.62827,778.10907,6796.41064,85.62394,0.01597,0.01138,0.05715,-0.00895,3.40490,0.05163,3.53975,3.25266,1.74677,0.05385,1.93608,1.61058,6.26470,0.06307,6.41133,6.02914,-5.60823,1.55977,-2.62485,-10.41180,-1.99115,0.00116,-1.98936,-1.99339,0.03500,0.00030,0.03555,0.03448,-1.94776,0.00128,-1.94617,-1.95117,-2.03398,0.00176,-2.03108,-2.03617,2.85746,1.11637,11.96151,1.04790,0.28385,0.16086,0.95578,0.00706,4.48717,0.92756,8.06096,2.42128
320,477.69875478744507,5259264,578.17549,9286.68305,258.77647,436.78237,24.30254,16.61376,845.25000,-0.60150,0.67652,0.76667,-2.54982,7.42859,2.34790,12.08224,3.87337,32.72398,11.26324,94.31957,14.93171,-58.23356,20.57294,-17.49923,-112.78692,42.92050,29.20332,133.94095,8.39641,507.91180,397.26127,4793.99121,87.03085,0.01517,0.01161,0.05713,-0.01083,3.39046,0.05731,3.55093,3.20559,1.74799,0.05707,1.92468,1.56385,6.24029,0.06088,6.38159,6.03747,-5.61752,1.70780,-2.74920,-14.40086,-1.98847,0.00077,-1.98634,-1.98953,0.03491,0.00048,0.03557,0.03423,-1.94401,0.00126,-1.94116,-1.94621,-2.03064,0.00162,-2.02720,-2.03306,2.89093,1.02548,9.00833,1.04017,0.28371,0.15961,0.95902,0.00145,4.53219,1.01617,9.97257,2.48884
330,477.87245535850525,5423104,552.19868,11572.11246,353.42412,436.98487,24.35829,16.52920,923.50000,-0.46575,1.07063,1.05727,-3.50765,7.84849,2.44116,12.96605,4.43868,31.39767,9.12813,69.66677,17.05400,-56.99530,13.98672,-24.14510,-78.84917,46.87635,27.74267,151.50566,11.80419,596.58038,520.93296,4332.98828,91.68801,0.01486,0.01089,0.05164,-0.01157,3.35845,0.05706,3.50866,3.19530,1.74435,0.05300,1.89664,1.61602,6.21554,0.06673,6.36794,6.00977,-5.78496,1.57057,-2.67189,-12.37348,-1.98286,0.00185,-1.97987,-1.98632,0.03411,0.00019,0.03460,0.03372,-1.93861,0.00110,-1.93712,-1.94117,-2.02373,0.00138,-2.02190,-2.02718,2.86614,1.05378,10.64142,1.03981,0.27958,0.16261,0.94386,0.00096,4.62562,0.84194,7.37148,2.41038
340,482.37636399269104,5586944,556.56166,10596.17000,320.27994,441.22318,24.63181,16.51396,1000.00000,-0.17227,0.82392,1.06825,-2.51238,6.84017,2.38589,13.13351,4.15520,31.25596,12.42770,86.57025,14.34885,-56.15990,13.23759,-24.75565,-78.15065,35.75379,26.57391,132.72549,10.59389,502.89015,568.77530,3558.29077,94.81398,0.01611,0.01112,0.05790,-0.00981,3.32010,0.05425,3.48477,3.16496,1.75959,0.05532,1.93363,1.57809,6.18467,0.06515,6.34849,5.99552,-5.86474,1.60481,-2.76566,-11.27997,-1.97799,0.00146,-1.97523,-1.97988,0.03447,0.00038,0.03512,0.03399,-1.93395,0.00222,-1.93102,-1.93757,-2.01982,0.00173,-2.01661,-2.02229,3.08311,1.33505,18.72888,1.04049,0.24704,0.18333,0.95280,0.00022,4.42635,0.92737,7.49016,2.19306
350,482.0496439933777,5750784,634.99777,12491.98382,301.28212,441.20865,24.52138,16.31954,1000.00000,0.04944,0.36674,0.93569,-1.04352,5.71184,1.31819,9.53777,2.86142,29.83552,8.94382,60.37069,14.98723,-53.23394,15.50302,-17.49835,-88.45699,25.68503,12.77499,81.04149,5.41870,285.93038,225.45944,1830.54553,59.99850,0.01474,0.01146,0.05062,-0.00972,3.29253,0.05359,3.45793,3.13233,1.75372,0.05882,1.93469,1.60172,6.15195,0.06532,6.30423,5.96520,-5.74584,1.56344,-2.66379,-13.63083,-1.97322,0.00092,-1.97207,-1.97522,0.03452,0.00014,0.03473,0.03414,-1.93062,0.00083,-1.92924,-1.93184,-2.01463,0.00059,-2.01384,-2.01658,3.17312,1.74504,22.75553,1.05459,0.25435,0.17082,0.94338,0.00019,4.37414,0.82735,7.69251,2.63981
360,478.5216956138611,5914624,697.14571,12819.73884,334.21233,437.87351,24.27730,16.36498,1000.00000,-0.01286,0.26915,0.62783,-0.65103,4.98121,0.72527,7.41340,3.25211,30.21632,12.85818,88.41912,13.70476,-55.39280,14.88317,-19.17797,-89.63400,19.43138,6.41129,43.60050,6.61200,204.19466,85.19200,528.18921,62.27392,0.01502,0.01092,0.05293,-0.00952,3.27813,0.05385,3.43373,3.11326,1.75700,0.05770,1.92827,1.60463,6.13158,0.06323,6.27871,5.96187,-5.94299,1.66116,-2.44779,-14.08094,-1.96973,0.00147,-1.96723,-1.97206,0.03480,0.00029,0.03536,0.03438,-1.92660,0.00164,-1.92404,-1.92994,-2.01187,0.00133,-2.01028,-2.01411,3.18185,1.47817,13.05161,1.06510,0.25082,0.16915,0.93190,0.00004,4.22758,0.98845,10.34307,1.84689
370,477.3174409866333,6078464,761.55570,13541.39064,363.12261,436.61662,24.32890,16.37184,886.12500,-0.05015,0.42829,0.65377,-1.46726,5.27093,1.63249,9.99270,2.89176,27.64988,11.68127,84.09794,10.77121,-47.10702,14.68764,-16.73650,-76.46954,24.02664,18.86259,91.63375,5.82999,195.04722,80.04518,527.48480,65.43888,0.01562,0.01203,0.09946,-0.00900,3.24846,0.05675,3.40293,3.06141,1.74291,0.05338,1.91894,1.58449,6.10850,0.06553,6.26874,5.90350,-5.64392,1.42555,-2.75048,-10.78695,-1.96437,0.00161,-1.96149,-1.96722,0.03591,0.00050,0.03657,0.03495,-1.92156,0.00223,-1.91737,-1.92469,-2.00761,0.00187,-2.00390,-2.01054,3.11227,1.60929,19.27654,1.04208,0.25684,0.17147,0.96758,0.00019,4.34312,1.08330,11.72527,2.44592
380,476.9061279296875,6242304,776.44775,10465.03310,350.70289,436.49901,24.29019,16.06197,1000.00000,-0.69051,1.01200,0.60591,-3.36846,6.27254,3.32692,15.31979,2.95899,27.55083,9.05953,67.75212,9.30785,-50.51628,19.12110,-17.29707,-100.63132,31.09888,34.59045,219.43645,5.16645,524.59758,818.09094,5455.82275,60.22326,0.01505,0.01142,0.06064,-0.01292,3.20964,0.05481,3.36679,3.03033,1.75680,0.05333,1.94687,1.60634,6.07510,0.06308,6.21054,5.87846,-5.94759,1.60628,-3.06590,-12.41782,-1.95991,0.00115,-1.95684,-1.96148,0.03607,0.00023,0.03659,0.03566,-1.91536,0.00131,-1.91147,-1.91735,-2.00369,0.00068,-2.00166,-2.00484,3.02066,1.28794,11.45109,1.04291,0.27885,0.16729,0.95698,0.00000,4.43187,1.00775,11.21485,2.13218
390,476.7592980861664,6406144,785.99438,12354.53011,315.82844,436.19649,24.24470,16.31803,1000.00000,-0.64730,0.76039,0.89699,-2.73280,7.46543,2.28793,13.78848,3.94288,32.16192,11.22599,66.50935,12.06466,-60.24064,17.59488,-24.74957,-107.20277,41.23898,29.75693,196.97360,10.07774,606.47465,633.70838,6101.15869,95.36657,0.01384,0.01093,0.04913,-0.01305,3.18326,0.05633,3.34527,2.98346,1.74929,0.05517,1.94676,1.58641,6.05027,0.06554,6.19553,5.82667,-6.05168,1.63555,-3.24311,-12.88406,-1.95495,0.00146,-1.95233,-1.95680,0.03764,0.00036,0.03819,0.03660,-1.90841,0.00154,-1.90562,-1.91141,-2.00101,0.00067,-1.99978,-2.00207,2.81656,1.04140,11.46905,1.05047,0.28137,0.16426,0.95716,0.00040,4.21452,0.93487,8.08353,1.84875
400,477.0067675113678,6569984,771.00582,12731.25444,342.71205,436.38479,24.26450,16.35740,1000.00000,0.10040,0.77190,1.08276,-2.50776,5.52547,2.63634,14.06660,2.54805,27.92558,7.99736,50.86574,11.51324,-49.77738,15.90719,-14.15872,-83.96401,24.30849,24.62886,184.68314,4.96664,381.73913,591.24662,5226.89209,52.30953,0.01307,0.01127,0.05106,-0.00888,3.16410,0.05684,3.35231,3.01268,1.74672,0.05384,1.93533,1.59678,6.00055,0.06360,6.17247,5.83825,-6.02342,1.63758,-3.01114,-14.95626,-1.95059,0.00103,-1.94892,-1.95232,0.03790,0.00022,0.03827,0.03755,-1.90307,0.00135,-1.90043,-1.90560,-1.99718,0.00092,-1.99607,-1.99979,2.89475,1.48985,21.08695,1.03542,0.27861,0.17234,0.96295,0.00000,4.14223,0.84909,8.99159,2.16810
410,476.50610423088074,6733824,730.65729,12859.61534,387.24280,435.73111,24.35449,16.41491,915.87500,0.06237,0.29151,0.68193,-0.75320,4.26233,0.72579,6.33448,2.84402,26.97350,8.39376,54.39137,11.40999,-42.64448,12.90551,-17.47144,-80.63451,13.64303,5.53220,32.44142,3.94007,209.33677,101.81935,694.07379,44.27389,0.01335,0.01185,0.04782,-0.00998,3.14275,0.05688,3.29205,2.92553,1.74499,0.05531,1.92652,1.61886,6.00074,0.06458,6.15518,5.80330,-5.85619,1.48494,-3.06311,-13.84073,-1.94743,0.00100,-1.94551,-1.94891,0.03856,0.00026,0.03903,0.03816,-1.89899,0.00059,-1.89805,-1.90041,-1.99578,0.00051,-1.99489,-1.99668,3.00587,1.35281,14.19757,1.05761,0.26558,0.17315,0.94541,0.00012,4.28218,0.90966,7.68335,2.16145
420,477.7709002494812,6897664,686.22002,11338.64035,380.39041,437.21655,24.23231,16.32196,972.75000,-0.58678,0.72938,0.85213,-2.51394,7.22391,2.24737,14.17429,3.83064,33.68209,12.12571,75.10330,15.15214,-61.35491,15.58606,-17.11712,-83.76362,39.72494,33.58180,170.51952,7.45771,471.33124,398.98416,3287.61035,67.88925,0.01353,0.01134,0.05478,-0.01034,3.12127,0.05268,3.26100,2.94805,1.74741,0.05499,1.96904,1.57911,5.97446,0.06179,6.13639,5.79679,-5.85309,1.44987,-2.92231,-12.11275,-1.94368,0.00109,-1.94160,-1.94559,0.03923,0.00059,0.04019,0.03817,-1.89582,0.00163,-1.89324,-1.89856,-1.99523,0.00051,-1.99361,-1.99603,3.01323,1.47915,17.08935,1.04228,0.27671,0.16401,0.94437,0.00050,4.35450,0.95584,10.17737,2.20376
430,478.42369413375854,7061504,591.77979,11261.07501,332.17957,437.69956,24.32832,16.39573,1000.00000,-0.35064,0.83584,1.15376,-2.80405,7.23958,2.03629,13.14718,4.29261,38.65633,12.21355,74.78255,18.78912,-58.18345,16.34372,-17.18098,-91.84817,41.74338,27.75989,152.83392,9.48212,405.09924,224.45406,1488.23279,125.32818,0.01570,0.01118,0.05655,-0.00780,3.09068,0.05516,3.28778,2.94216,1.75161,0.05411,1.94056,1.60463,5.95405,0.06402,6.10154,5.73744,-5.96538,1.61617,-3.01160,-13.49447,-1.94012,0.00073,-1.93830,-1.94159,0.04029,0.00082,0.04158,0.03915,-1.89247,0.00116,-1.89004,-1.89455,-1.99339,0.00039,-1.99269,-1.99427,3.07643,1.42151,16.44889,1.06418,0.25230,0.16773,0.95915,0.00500,4.56478,0.94570,9.21950,2.61910
440,476.89034819602966,7225344,619.01147,13377.18111,295.94531,436.30814,24.34936,16.23277,1000.00000,-0.37671,1.20056,1.25508,-3.27634,7.43500,2.80054,14.37813,4.04546,36.29656,10.75767,73.44917,14.91472,-56.56863,18.30728,-19.52960,-91.38577,37.88772,29.65137,201.58859,9.64315,444.87975,354.57664,2780.91235,93.72022,0.01526,0.01089,0.05123,-0.01179,3.07363,0.05397,3.23411,2.93286,1.74719,0.05444,1.92462,1.58937,5.93373,0.06198,6.09131,5.75009,-5.75590,1.31634,-2.90021,-10.44712,-1.93613,0.00114,-1.93463,-1.93828,0.04205,0.00024,0.04243,0.04156,-1.88785,0.00111,-1.88607,-1.89003,-1.99204,0.00087,-1.98984,-1.99358,3.20502,1.92003,27.49630,1.05923,0.25541,0.17186,0.94660,0.00022,4.58912,1.02545,13.17221,2.46766
450,479.132515668869,7389184,638.44444,12505.86558,326.61515,438.70695,24.29028,16.13520,1000.00000,-0.79854,1.46751,0.94785,-4.36813,8.63339,3.47741,16.48061,4.43631,35.74142,9.96741,67.84454,17.64492,-65.25182,13.41063,-25.00502,-98.17542,53.17702,42.34085,241.17873,11.65283,808.92288,993.78914,8235.07617,147.52463,0.01366,0.01109,0.05302,-0.01376,3.05738,0.05699,3.19989,2.90591,1.74999,0.05571,1.92097,1.57477,5.91733,0.06790,6.06115,5.71444,-5.86135,1.48218,-2.76159,-16.29421,-1.93247,0.00128,-1.93062,-1.93462,0.04209,0.00066,0.04355,0.04127,-1.88416,0.00213,-1.88022,-1.88666,-1.98859,0.00068,-1.98707,-1.98983,2.94857,1.25298,12.45173,1.05647,0.26937,0.16934,0.94433,0.00001,4.49134,0.98388,8.22967,2.39353
460,477.6665549278259,7553024,664.97888,13680.40927,361.69957,436.95107,24.37937,16.33604,1000.00000,0.00464,0.53694,0.95195,-1.61213,5.65473,1.16458,8.60886,3.20972,32.08914,9.08815,61.58891,15.70083,-52.67873,15.67825,-17.29876,-82.61781,23.55495,11.17244,63.66926,7.33317,290.29527,137.14560,1110.57214,66.43365,0.01321,0.01113,0.04993,-0.01396,3.03408,0.05270,3.17873,2.85029,1.74446,0.05533,1.91770,1.57698,5.88870,0.06500,6.04333,5.70760,-5.83390,1.40865,-3.11593,-13.52423,-1.92911,0.00094,-1.92731,-1.93062,0.04367,0.00017,0.04413,0.04342,-1.87868,0.00118,-1.87595,-1.88033,-1.98803,0.00043,-1.98643,-1.98898,3.16453,1.86142,21.06192,1.05335,0.27640,0.16863,0.94622,0.00093,4.57339,1.02616,9.56324,2.58029
470,477.51609802246094,7716864,702.82488,13042.51179,318.10870,436.92042,24.26402,16.33158,974.00000,-0.24617,0.61327,1.03685,-2.27976,5.94584,1.94350,12.58709,3.66675,33.38574,12.25518,74.60281,14.49252,-57.25783,16.13879,-20.07632,-89.42175,27.40785,20.86423,162.60226,8.68639,354.01929,383.89784,2849.45508,85.80760,0.01431,0.01129,0.05355,-0.01159,3.01509,0.05667,3.19855,2.87415,1.74482,0.05747,1.94536,1.53851,5.87145,0.06288,6.01177,5.69885,-5.99685,1.52184,-2.74294,-13.51198,-1.92597,0.00122,-1.92359,-1.92738,0.04335,0.00015,0.04365,0.04295,-1.87576,0.00074,-1.87362,-1.87677,-1.98499,0.00168,-1.98139,-1.98686,3.11134,1.44664,17.04370,1.06653,0.25291,0.17813,0.94423,0.00001,4.41320,1.08753,12.50158,2.30746
480,476.075523853302,7880704,748.76798,12768.23298,358.03514,435.77676,24.23139,16.06730,1000.00000,-0.33690,0.44424,0.53059,-2.01549,5.82167,1.06604,9.57359,3.97075,32.20446,10.41039,84.37328,14.06368,-51.44036,12.37475,-25.09143,-85.37663,23.58747,7.98300,84.04575,10.56915,432.25733,317.55214,3994.56738,133.22055,0.01231,0.01176,0.04648,-0.01477,2.99131,0.05304,3.14670,2.81536,1.74825,0.05294,1.88773,1.58437,5.84783,0.06450,6.00686,5.60410,-5.97373,1.51011,-3.18705,-12.32127,-1.92177,0.00127,-1.92002,-1.92362,0.04402,0.00041,0.04471,0.04333,-1.87203,0.00198,-1.86914,-1.87439,-1.98031,0.00166,-1.97738,-1.98243,2.91802,1.73938,28.03052,1.04569,0.29164,0.16548,0.96322,0.00563,4.54828,0.94303,8.32548,2.36012
490,477.5898699760437,8044544,728.97377,13787.66310,347.48809,436.90157,24.15405,16.53417,919.75000,-0.09933,0.94977,1.12993,-3.62523,6.41503,2.84499,16.73257,3.72655,33.05302,12.80934,74.87978,12.97417,-57.74456,18.03116,-22.09301,-101.04086,29.83546,29.95202,247.92828,9.60207,446.15776,363.72066,2560.90552,108.00927,0.01392,0.01214,0.06288,-0.01415,2.96857,0.05503,3.13884,2.80249,1.74769,0.05275,1.92022,1.57352,5.82802,0.06413,5.99826,5.61944,-5.92897,1.45115,-3.25182,-16.21484,-1.91838,0.00112,-1.91632,-1.92002,0.04386,0.00034,0.04457,0.04339,-1.86973,0.00054,-1.86855,-1.87046,-1.97460,0.00125,-1.97300,-1.97735,3.06275,1.25353,11.09932,1.05733,0.26521,0.17415,0.93805,0.00002,4.59566,1.08765,12.81095,2.24535
