EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
500,476.54414916038513,8208384,675.03723,12814.37287,283.29066,436.11574,24.24282,16.18552,1000.00000,0.06849,0.51083,0.96600,-1.35658,5.58231,1.52428,10.92606,2.89125,31.27483,10.13179,66.09354,12.55261,-50.47839,18.08185,-13.32572,-85.71147,23.79495,16.10305,92.22855,4.93934,306.33025,204.83093,1779.31653,54.91876,0.01313,0.01126,0.04569,-0.01074,2.95316,0.05691,3.12387,2.76726,1.74767,0.05460,1.90409,1.57134,5.79761,0.06495,5.95134,5.58365,-6.06694,1.38914,-3.17587,-10.50226,-1.91469,0.00073,-1.91324,-1.91631,0.04400,0.00020,0.04451,0.04362,-1.86600,0.00129,-1.86414,-1.86879,-1.97162,0.00042,-1.97105,-1.97299,3.10995,1.63472,20.61419,1.04291,0.27081,0.16819,0.94447,0.00536,4.56250,0.92601,7.69474,2.67401
510,477.72224712371826,8372224,676.57481,12724.23884,282.81384,437.07679,24.31437,16.32553,927.75000,-0.08845,0.23098,0.66031,-0.68229,5.03537,0.71244,6.94027,3.62579,36.32117,12.98099,81.97067,15.94220,-48.94953,13.06946,-19.89546,-89.80223,19.59584,7.27559,45.58463,7.20584,276.13879,152.81957,1122.30334,79.15836,0.01272,0.01076,0.04331,-0.01095,2.92769,0.05536,3.08997,2.76833,1.74794,0.05492,1.91786,1.58172,5.78300,0.06322,5.93118,5.59730,-6.03494,1.40250,-3.26598,-11.20275,-1.91076,0.00158,-1.90854,-1.91324,0.04396,0.00040,0.04459,0.04331,-1.86403,0.00072,-1.86232,-1.86539,-1.96828,0.00199,-1.96481,-1.97172,3.09741,1.29367,10.23683,1.02882,0.25754,0.16615,0.96824,0.00322,4.49456,0.93014,8.25956,2.33411
520,476.5097098350525,8536064,680.33107,11903.26551,368.25681,436.00728,24.24008,16.26227,1000.00000,-0.12061,0.48024,0.69676,-1.97513,5.89013,1.62206,11.09040,3.04262,34.87653,10.95905,64.01757,16.36868,-50.20108,13.95460,-16.22325,-85.46217,28.59092,18.99080,99.91055,5.32624,261.46693,141.50051,1312.88208,74.27947,0.01299,0.01121,0.04640,-0.01089,2.89339,0.05912,3.06069,2.73122,1.75390,0.05833,1.96106,1.58047,5.75769,0.06434,5.90480,5.54395,-6.12819,1.50167,-2.87913,-11.58465,-1.90714,0.00102,-1.90583,-1.90870,0.04395,0.00058,0.04497,0.04314,-1.85996,0.00154,-1.85774,-1.86230,-1.96452,0.00027,-1.96396,-1.96509,3.35967,2.19659,23.74537,1.05360,0.25640,0.17324,0.93127,0.00004,4.61446,1.15754,15.82975,2.19565
530,476.94600343704224,8699904,699.72144,8893.64810,252.51585,436.60123,24.10307,16.24162,1000.00000,-1.17145,1.09844,0.39689,-3.57358,8.61779,3.07109,14.19746,3.44432,38.78571,13.21548,87.71940,16.50004,-68.10585,19.29380,-22.66029,-125.87160,57.61210,37.23780,161.14516,8.23362,1093.68504,1479.02810,11486.32324,108.02467,0.01201,0.01133,0.06196,-0.01590,2.88865,0.05575,3.04314,2.63717,1.74849,0.05357,1.90895,1.56154,5.74315,0.06233,5.90492,5.54984,-6.22135,1.47576,-3.19191,-11.92109,-1.90434,0.00106,-1.90252,-1.90592,0.04552,0.00044,0.04644,0.04478,-1.85605,0.00111,-1.85431,-1.85773,-1.96335,0.00077,-1.96199,-1.96468,2.84170,1.19222,12.63574,1.04799,0.29115,0.17372,0.96792,0.00469,4.62930,0.98148,8.89603,2.20408
540,476.051949262619,8863744,765.40530,11507.51230,141.67504,435.68050,24.12019,16.25119,1000.00000,-0.29247,0.97705,1.39989,-2.58635,8.86628,2.94044,16.56900,4.87515,41.27862,12.19282,75.97711,18.26712,-67.28329,24.32738,-27.36121,-124.94475,61.76009,44.41191,224.61647,13.48278,1743.08212,2116.44203,15875.37891,167.50410,0.00920,0.01164,0.03995,-0.01625,2.86815,0.05585,3.02214,2.71435,1.74251,0.05428,1.90721,1.57249,5.72109,0.06931,5.88084,5.52932,-6.21889,1.54151,-3.40635,-12.18105,-1.90105,0.00074,-1.89953,-1.90250,0.04701,0.00045,0.04777,0.04635,-1.85118,0.00142,-1.84822,-1.85430,-1.96269,0.00063,-1.96150,-1.96364,2.85082,1.62595,19.88003,1.03282,0.32001,0.16798,0.97370,0.01226,4.63677,0.91174,10.12854,2.61270
550,476.0510284900665,9027584,666.53187,11186.41102,280.56831,435.66793,24.16611,16.21691,1000.00000,0.17305,0.93742,1.83303,-2.71554,7.39237,2.53826,14.10896,3.25443,37.03950,15.48884,77.78047,12.54967,-54.61479,17.96889,-13.28271,-88.60309,42.06351,28.37022,175.64838,6.12121,1593.34922,3056.98827,29242.39844,77.83187,0.00974,0.01122,0.04438,-0.01648,2.85158,0.05929,2.98586,2.67157,1.74987,0.05700,1.91270,1.59354,5.71095,0.06242,5.86468,5.52559,-6.32093,1.77506,-3.11676,-13.87665,-1.89824,0.00061,-1.89709,-1.89953,0.04772,0.00027,0.04815,0.04716,-1.84633,0.00114,-1.84471,-1.84818,-1.96230,0.00075,-1.96001,-1.96311,2.74082,1.35881,13.78148,1.02835,0.30193,0.18144,0.97570,0.00596,4.53360,0.87351,7.41077,2.61753
560,475.47950744628906,9191424,676.39892,12508.82887,285.30144,435.00899,24.19884,16.27160,1000.00000,0.21947,0.34795,0.84198,-0.67690,4.61551,0.59850,6.61761,3.18388,26.63532,8.64465,70.59559,12.76531,-39.82110,10.59239,-18.61712,-70.12573,15.36136,4.80728,41.64709,7.17142,556.99776,507.04538,3222.84106,73.48472,0.01052,0.01204,0.04906,-0.01837,2.84351,0.05503,3.01880,2.66869,1.73844,0.05426,1.93494,1.58859,5.70077,0.06182,5.82646,5.53246,-6.05809,1.83699,-2.96662,-17.77743,-1.89667,0.00043,-1.89578,-1.89739,0.04665,0.00020,0.04717,0.04633,-1.84550,0.00073,-1.84411,-1.84645,-1.95931,0.00060,-1.95789,-1.96027,2.75322,1.35543,17.28707,1.02499,0.29095,0.18531,0.96717,0.00001,4.63884,1.42605,26.07257,2.43433
570,474.9310917854309,9355264,689.62008,13784.37543,353.72007,434.68624,24.15372,16.09105,1000.00000,-0.21298,0.97278,0.65107,-4.27319,5.34291,2.93971,16.63731,3.02579,30.87066,11.81462,62.41750,10.74692,-50.66495,18.75397,-18.34029,-96.51443,22.54641,29.83304,215.54028,3.80428,522.43114,706.65978,5708.30176,51.60949,0.01220,0.01087,0.04909,-0.01611,2.82942,0.05759,3.05007,2.64480,1.73868,0.05547,1.95846,1.60155,5.67969,0.06438,5.81495,5.44571,-6.03977,1.45368,-3.32663,-12.65083,-1.89372,0.00109,-1.89229,-1.89577,0.04598,0.00029,0.04675,0.04537,-1.84373,0.00147,-1.84150,-1.84603,-1.95600,0.00108,-1.95327,-1.95787,3.06056,1.38847,16.10553,1.05269,0.25380,0.17882,0.95288,0.00146,4.29694,0.91587,7.75771,2.27336
580,476.3546347618103,9519104,691.32891,13017.96235,322.52114,435.83022,24.17431,16.35003,929.25000,-0.61096,1.00465,0.79244,-3.65234,7.03111,3.18739,14.33548,3.57357,28.00970,10.15754,73.60919,9.09149,-57.13492,16.60291,-19.39627,-87.76366,44.29703,42.32008,208.70721,7.08310,828.24554,954.79899,6023.94336,65.22606,0.01071,0.01090,0.05031,-0.01441,2.79643,0.05646,2.95961,2.62044,1.75065,0.05540,1.89827,1.54497,5.65914,0.06772,5.81690,5.41219,-6.16705,1.34133,-3.29563,-10.86228,-1.89014,0.00122,-1.88796,-1.89229,0.04590,0.00019,0.04614,0.04536,-1.83951,0.00158,-1.83613,-1.84209,-1.95170,0.00159,-1.94823,-1.95333,2.84686,1.33464,16.05913,1.03208,0.30408,0.18146,0.95796,0.00241,4.37052,0.98133,11.27234,2.49701
590,476.21915555000305,9682944,777.95990,12554.55976,311.57393,435.92710,24.16635,16.12563,1000.00000,-0.23708,0.59274,0.87646,-1.82779,5.82110,1.72814,10.44107,3.53527,25.84381,6.37850,52.91046,13.07589,-46.86144,16.51425,-18.88519,-79.98938,26.09868,18.71041,99.56464,8.85122,590.84709,592.47964,4686.28564,84.48466,0.01088,0.01130,0.05815,-0.01555,2.77890,0.05377,2.93301,2.63097,1.74872,0.05683,1.93898,1.59132,5.63921,0.06654,5.80185,5.43149,-6.20386,1.39580,-2.94297,-11.38041,-1.88642,0.00091,-1.88487,-1.88794,0.04520,0.00040,0.04588,0.04475,-1.83452,0.00077,-1.83324,-1.83610,-1.94482,0.00200,-1.94223,-1.94839,2.72791,0.91793,9.22695,1.03451,0.28019,0.16977,0.97117,0.00137,4.69865,1.03809,10.80982,2.57964
600,475.87574672698975,9846784,824.21051,14290.88864,322.62879,435.32800,24.17273,16.37494,958.00000,-0.04506,0.30733,0.60282,-0.97320,4.32042,0.84208,6.70695,2.30215,27.64171,8.79629,53.50950,12.34775,-41.10037,14.14846,-12.50798,-74.88611,13.49541,6.65025,42.35126,3.02849,227.95660,138.94850,1012.09857,39.24506,0.01248,0.01113,0.05403,-0.01008,2.75885,0.05603,2.93022,2.59717,1.75795,0.05248,1.91753,1.60692,5.61954,0.06566,5.75180,5.39353,-6.43551,1.55347,-3.38652,-11.67603,-1.88410,0.00073,-1.88233,-1.88488,0.04433,0.00029,0.04480,0.04386,-1.83495,0.00052,-1.83356,-1.83576,-1.94074,0.00104,-1.93906,-1.94225,2.99838,1.53343,20.75001,1.05221,0.26813,0.17648,0.94923,0.00071,4.69761,0.99457,8.63553,2.45384
610,476.62330079078674,10010624,799.22975,11297.38522,309.38029,436.27659,24.14415,16.19686,1000.00000,-0.33229,0.39018,0.34598,-1.74205,4.81629,1.76108,10.39834,2.71748,26.18570,9.78925,62.40520,10.25688,-48.99192,15.88320,-17.67743,-85.95358,18.18894,16.04353,110.22398,3.12611,218.07891,209.01782,1768.56189,38.56247,0.01368,0.01047,0.04461,-0.01160,2.74141,0.05385,2.93408,2.56300,1.74922,0.05328,1.90335,1.58844,5.59330,0.06928,5.75837,5.40067,-6.16725,1.33539,-2.95342,-10.48132,-1.88019,0.00137,-1.87756,-1.88231,0.04462,0.00021,0.04511,0.04431,-1.83171,0.00140,-1.82969,-1.83368,-1.93800,0.00087,-1.93639,-1.93952,3.48705,2.55658,25.92057,1.06197,0.23908,0.18688,0.95926,0.00002,4.50028,1.05987,10.30538,2.08040
620,475.87250304222107,10174464,833.52562,13108.23084,322.62996,435.43070,24.16160,16.28013,955.62500,-0.22765,0.43292,0.61284,-1.47951,4.42485,0.70103,6.25450,2.69766,27.79927,9.08766,69.09602,12.03535,-41.05194,15.12665,-12.28839,-81.84868,14.11304,5.23827,32.26293,4.45272,209.91346,123.92171,1042.77808,56.77241,0.01168,0.01158,0.05090,-0.01495,2.71677,0.05525,2.89545,2.54653,1.75278,0.05560,1.94000,1.59163,5.57088,0.06603,5.72153,5.33190,-6.48234,1.62765,-3.49177,-13.77139,-1.87592,0.00113,-1.87423,-1.87754,0.04440,0.00019,0.04469,0.04400,-1.82824,0.00100,-1.82676,-1.82991,-1.93549,0.00108,-1.93386,-1.93737,2.95044,1.38583,19.96106,1.04082,0.27128,0.17972,0.96343,0.00197,4.83769,1.07032,10.90818,2.76889
630,476.60478687286377,10338304,782.83404,13317.66574,330.30504,436.08526,24.14725,16.37220,1000.00000,-0.33473,0.54980,0.58255,-2.09762,5.10363,1.69381,11.54281,2.36417,30.13517,14.75102,85.62933,10.51970,-58.32722,23.33198,-14.06096,-125.12569,21.33248,18.87252,116.81050,3.37900,206.95035,130.91929,1220.14661,32.40174,0.01309,0.01098,0.06597,-0.01169,2.70003,0.05510,2.87109,2.51141,1.74409,0.05600,1.97530,1.56698,5.56272,0.06325,5.71545,5.36547,-6.27331,1.60431,-2.98491,-12.12409,-1.87354,0.00069,-1.87249,-1.87439,0.04377,0.00029,0.04431,0.04324,-1.82743,0.00046,-1.82659,-1.82818,-1.93554,0.00028,-1.93495,-1.93611,3.15464,1.48120,14.36132,1.05283,0.24916,0.18255,0.94447,0.00311,4.47430,1.50504,17.48074,2.30930
640,478.04323148727417,10502144,739.43068,13608.71641,306.07904,437.45503,24.15391,16.43422,845.00000,-0.11347,0.34215,0.55495,-1.07441,4.78168,1.01908,8.40007,2.65649,31.29768,14.98369,81.05824,10.17295,-53.40504,14.97796,-20.26422,-96.31363,16.88509,9.05546,65.97214,3.78002,182.77575,77.71655,491.17151,54.84743,0.01226,0.01181,0.08170,-0.01037,2.69286,0.05389,2.83655,2.50709,1.74431,0.05442,1.93019,1.60415,5.53678,0.06700,5.70040,5.34124,-6.50007,1.72365,-3.16362,-17.40790,-1.87131,0.00086,-1.87005,-1.87260,0.04319,0.00024,0.04372,0.04284,-1.82632,0.00107,-1.82434,-1.82778,-1.93296,0.00119,-1.93161,-1.93570,3.00949,1.86462,30.64268,1.04725,0.27147,0.17834,0.93946,0.00028,4.56566,1.57140,25.81630,2.14388
650,476.5625162124634,10665984,750.94830,12669.79879,376.00589,436.41445,24.09069,16.05730,1000.00000,-0.64281,1.34967,0.94132,-4.23953,7.14735,3.83536,16.68743,3.08251,32.12161,10.74252,73.70694,14.63472,-57.99498,21.41463,-17.63207,-101.16209,44.49512,52.24949,293.83514,5.59069,506.53493,533.87439,4840.06641,83.65367,0.00932,0.01137,0.05127,-0.01436,2.66481,0.05521,2.81967,2.52151,1.74182,0.05485,1.89743,1.59597,5.50975,0.06637,5.65693,5.29070,-6.18541,1.37312,-2.85202,-10.68921,-1.86744,0.00135,-1.86519,-1.87004,0.04257,0.00047,0.04336,0.04201,-1.82302,0.00109,-1.81956,-1.82506,-1.92792,0.00202,-1.92458,-1.93178,2.72514,1.16826,14.63801,1.04360,0.31191,0.17146,0.95565,0.00331,4.52500,0.94927,8.57635,2.44748
660,476.5783574581146,10829824,760.53750,12840.13237,190.33168,436.14529,24.11684,16.31615,951.62500,-0.89672,1.95602,1.20301,-6.03729,8.67507,4.87253,21.21890,4.13163,35.45136,12.94942,82.67636,13.43360,-59.90242,19.30805,-21.33374,-103.65783,67.24508,80.99102,415.36829,9.08444,624.89040,615.02779,3728.45947,80.86582,0.01064,0.01102,0.04874,-0.01488,2.64044,0.05520,2.82779,2.48704,1.74965,0.05805,1.92686,1.59071,5.49214,0.06397,5.65631,5.31300,-6.41114,1.47758,-3.21278,-12.77097,-1.86318,0.00128,-1.86113,-1.86517,0.04201,0.00015,0.04235,0.04176,-1.81746,0.00102,-1.81598,-1.81952,-1.92454,0.00108,-1.92243,-1.92636,2.77825,1.08871,9.71164,1.03597,0.29807,0.16637,0.96111,0.00838,4.58299,0.95528,8.78854,2.18274
670,475.375590801239,10993664,742.98273,13059.09088,146.62656,435.02796,24.15715,16.19040,1000.00000,-0.03815,0.59546,0.95255,-1.94549,5.88143,1.89502,13.27331,3.49168,30.76186,8.48958,55.08967,14.91812,-46.16949,20.56007,-17.01789,-89.53800,28.81229,22.58997,141.11171,6.10067,556.40439,704.68991,6639.59277,94.66163,0.00796,0.01141,0.04120,-0.01685,2.63168,0.05547,2.80023,2.46082,1.73734,0.05359,1.90339,1.57813,5.48028,0.06387,5.61921,5.30085,-6.29783,1.53067,-3.42986,-13.62914,-1.86001,0.00098,-1.85844,-1.86121,0.04183,0.00023,0.04243,0.04149,-1.81578,0.00050,-1.81467,-1.81655,-1.92136,0.00061,-1.92028,-1.92244,2.62670,0.94260,9.86512,1.04665,0.32771,0.16497,0.95316,0.00001,4.65700,0.95188,9.02929,2.30365
680,475.53611421585083,11157504,777.16062,11179.85309,141.07398,435.06799,24.16478,16.30327,945.37500,-0.16351,0.88015,0.95744,-3.42538,4.96400,2.63837,14.07337,2.79264,24.32147,6.71307,50.57004,11.15074,-42.29380,17.11322,-17.04093,-77.77351,20.26743,26.60361,199.66370,5.20957,230.04912,194.50305,1850.02124,53.99731,0.00940,0.01175,0.04519,-0.01592,2.61094,0.05583,2.81334,2.39828,1.73702,0.05368,1.90039,1.55975,5.45943,0.06090,5.60941,5.25193,-6.49413,1.56681,-3.36862,-12.23300,-1.85721,0.00083,-1.85572,-1.85843,0.04233,0.00029,0.04297,0.04192,-1.81414,0.00056,-1.81305,-1.81480,-1.92021,0.00062,-1.91936,-1.92133,2.85454,2.45079,51.35946,1.03577,0.29870,0.16586,0.96158,0.00228,4.63587,1.03577,10.34348,2.61553
690,476.03913497924805,11321344,769.90026,13699.46907,312.83921,435.67209,24.19618,16.17080,1000.00000,-0.76566,1.62938,0.97892,-6.79627,6.60058,4.21143,19.52528,2.43034,29.32306,10.07574,59.96232,9.41811,-50.22423,20.69123,-17.55140,-91.25093,45.87435,66.68276,373.59015,3.94104,390.71451,444.97289,2665.84131,53.19072,0.00936,0.01086,0.08961,-0.01378,2.58651,0.05547,2.73743,2.39681,1.74537,0.05598,1.92136,1.59079,5.44386,0.06346,5.57272,5.24389,-6.52285,1.57348,-3.41517,-11.56840,-1.85414,0.00112,-1.85257,-1.85571,0.04290,0.00017,0.04332,0.04263,-1.81138,0.00083,-1.81008,-1.81303,-1.91884,0.00129,-1.91692,-1.92046,2.83223,1.58282,19.90611,1.04556,0.31495,0.16936,0.95474,0.00169,4.71938,1.43072,27.21949,2.63583
700,475.3598082065582,11485184,782.87140,12513.32937,352.78324,435.18293,24.10771,16.06909,1000.00000,-0.26276,0.86633,0.95716,-3.71264,5.86042,2.79764,16.23096,3.03455,30.58130,11.44692,68.64547,11.30349,-54.02344,17.13889,-18.50988,-83.63087,26.88569,29.25926,212.91481,6.63654,273.00099,282.72037,2177.97949,43.79213,0.01019,0.01086,0.06037,-0.01158,2.57016,0.05629,2.73690,2.38345,1.74358,0.05455,1.90101,1.58552,5.42514,0.06701,5.57570,5.17602,-6.37441,1.69932,-3.66721,-19.84548,-1.85129,0.00079,-1.84995,-1.85268,0.04336,0.00021,0.04379,0.04299,-1.80916,0.00079,-1.80785,-1.81032,-1.91540,0.00072,-1.91420,-1.91711,2.77067,1.09159,9.89404,1.03232,0.30004,0.17121,0.94539,0.00008,4.67931,1.11549,15.16765,2.38738
710,476.8869001865387,11649024,818.00368,13874.37143,331.69826,436.43434,24.11835,16.32847,981.62500,-0.34947,0.73858,0.74139,-2.80325,5.88425,2.75843,14.25085,3.08483,30.80790,10.67902,72.77877,12.11977,-52.78797,19.22503,-15.46809,-99.30618,31.93638,33.74571,189.47250,6.05139,276.51804,265.46258,2009.81311,64.58216,0.00939,0.00978,0.04477,-0.01133,2.54734,0.05879,2.70895,2.36441,1.75493,0.05467,1.91742,1.56786,5.40800,0.05905,5.56108,5.24661,-6.69689,1.69589,-2.99128,-15.45629,-1.84827,0.00098,-1.84639,-1.84994,0.04289,0.00026,0.04350,0.04257,-1.80645,0.00145,-1.80317,-1.80838,-1.91244,0.00114,-1.91006,-1.91420,2.94357,2.02155,30.49583,1.02916,0.29661,0.19011,0.96459,0.00031,4.46875,1.06738,9.63044,2.29452
720,482.79090332984924,11812864,826.72402,14042.45130,273.99055,442.01500,24.47137,16.30445,952.87500,-0.49432,1.23342,1.32388,-3.80033,6.66988,3.40508,17.55648,3.27117,34.00967,10.03494,61.19503,15.44132,-55.21522,26.46780,-15.29246,-118.74708,36.19682,42.47797,231.50438,7.49357,498.57929,509.83694,3994.54028,66.71285,0.01033,0.01019,0.03896,-0.01624,2.52770,0.05381,2.66987,2.35752,1.74680,0.05427,1.89839,1.59945,5.37925,0.06630,5.52225,5.18382,-6.77318,1.82269,-3.25616,-14.48556,-1.84451,0.00080,-1.84360,-1.84637,0.04307,0.00010,0.04324,0.04285,-1.80136,0.00077,-1.80014,-1.80313,-1.90880,0.00066,-1.90802,-1.91022,2.67623,1.11261,11.83032,1.04226,0.32628,0.17798,0.96561,0.00713,4.76291,0.96763,10.11037,2.67884
730,474.28104066848755,11976704,834.03041,12760.52323,375.31027,433.97077,24.18576,16.12442,1000.00000,-0.35247,0.58237,0.64527,-2.08821,5.56271,2.10638,11.71550,2.81400,27.09594,10.19249,64.34623,12.75498,-52.85186,18.94157,-15.59808,-90.73513,28.26885,27.67190,133.06332,5.18857,216.30639,122.20741,1003.32800,65.56528,0.01048,0.01125,0.05665,-0.01202,2.52422,0.05278,2.68948,2.34994,1.74001,0.05490,1.90825,1.59460,5.37878,0.06925,5.52181,5.15441,-6.57646,1.53735,-2.93940,-11.56873,-1.84276,0.00092,-1.84118,-1.84412,0.04344,0.00065,0.04464,0.04255,-1.79876,0.00229,-1.79401,-1.80212,-1.90713,0.00056,-1.90655,-1.90865,2.68703,1.08554,13.02819,1.04575,0.29721,0.18938,0.95903,0.00040,4.79619,1.34214,15.01681,2.27603
740,476.5321533679962,12140544,755.68989,13865.19244,378.13245,435.76932,24.20512,16.55764,1000.00000,-0.11821,0.31595,0.55160,-1.12672,4.48058,0.67635,6.25660,2.45652,27.65779,6.99966,53.50260,13.28669,-45.80438,12.61357,-15.08653,-80.95818,14.81950,5.43553,38.80880,3.50384,208.29723,99.77955,765.44452,67.88460,0.00954,0.01023,0.04000,-0.01452,2.49927,0.05650,2.65185,2.30258,1.75207,0.05546,1.92048,1.60109,5.35077,0.06253,5.51744,5.15774,-6.60438,1.48778,-3.66791,-13.51305,-1.83957,0.00095,-1.83789,-1.84117,0.04500,0.00017,0.04530,0.04465,-1.79184,0.00089,-1.79065,-1.79398,-1.90743,0.00065,-1.90644,-1.90831,2.81762,1.08578,8.47347,1.05024,0.28492,0.18584,0.95376,0.00036,4.64815,0.95820,8.52699,2.42763
750,476.14570569992065,12304384,744.44783,10311.24275,323.86951,435.69268,24.13373,16.31921,1000.00000,-0.78934,0.94873,0.44032,-3.87286,7.36900,3.33835,18.10315,4.02902,31.02845,10.18908,65.59056,12.94820,-60.85770,21.47243,-23.60948,-106.41179,46.13578,46.41589,297.06537,8.02582,548.62738,429.03940,2616.90625,80.04042,0.00881,0.01047,0.05627,-0.01684,2.48611,0.05473,2.67073,2.31899,1.74588,0.05545,1.94954,1.61795,5.32927,0.06876,5.49416,5.14170,-6.64547,1.66637,-3.39489,-16.64305,-1.83608,0.00111,-1.83420,-1.83791,0.04493,0.00008,0.04522,0.04483,-1.78926,0.00066,-1.78814,-1.79070,-1.90538,0.00075,-1.90362,-1.90712,2.61003,0.97426,12.66124,1.02408,0.32028,0.17760,0.96775,0.00025,4.63758,1.10480,10.45822,2.30466
760,475.2645695209503,12468224,697.42385,13901.39496,349.81606,434.91290,24.19556,16.15602,1000.00000,0.08214,0.32547,0.68519,-1.20490,4.43819,0.74954,7.10167,3.06856,29.40463,10.49015,84.25247,11.84856,-45.93267,16.90448,-19.83332,-88.74953,14.55074,5.94935,44.61187,5.81663,253.86779,124.01469,922.45782,65.74612,0.00832,0.01043,0.04516,-0.01825,2.47170,0.05589,2.70070,2.30376,1.74395,0.05627,1.91858,1.56275,5.31335,0.06427,5.45591,5.06793,-6.53891,1.48095,-3.75565,-11.33066,-1.83356,0.00038,-1.83255,-1.83419,0.04531,0.00015,0.04551,0.04487,-1.78752,0.00042,-1.78675,-1.78843,-1.90429,0.00034,-1.90342,-1.90488,2.74926,1.41701,20.53928,1.03976,0.30416,0.19164,0.96869,0.00012,4.62036,1.04278,8.80544,2.41380
770,477.5184473991394,12632064,712.95688,12977.01682,340.89934,437.04546,24.19418,16.27873,1000.00000,-0.32898,0.79366,0.77066,-3.11717,6.23987,2.77791,15.26601,2.53215,30.96320,11.82584,76.90388,11.99506,-58.35951,19.71457,-12.44438,-105.64683,34.03742,34.37317,190.76038,3.81900,318.09583,264.03789,1970.49023,48.44987,0.00970,0.01122,0.09412,-0.01301,2.44474,0.05954,2.61895,2.22979,1.74188,0.05466,1.93923,1.59365,5.29868,0.06928,5.44214,5.05674,-6.37620,1.42910,-3.61540,-11.88297,-1.83082,0.00094,-1.82972,-1.83254,0.04523,0.00009,0.04545,0.04509,-1.78474,0.00134,-1.78305,-1.78676,-1.90209,0.00065,-1.90116,-1.90369,2.90952,2.91858,59.31102,1.05319,0.30433,0.17826,0.95710,0.00119,4.55261,1.97301,34.47721,2.25935
780,475.28726983070374,12795904,776.01037,13195.62689,329.67109,435.02376,24.16329,16.09430,1000.00000,-0.28387,0.58691,0.78557,-2.50995,5.46900,2.22726,13.81617,3.47692,31.91845,15.48696,82.40950,11.67603,-50.33165,21.41427,-18.35696,-96.31270,26.38214,33.02755,170.77835,5.35472,266.17416,202.20559,1275.12891,59.08691,0.00968,0.01103,0.07081,-0.01697,2.43529,0.05530,2.58498,2.24453,1.74261,0.05602,1.89888,1.57794,5.28639,0.06321,5.45089,5.07233,-6.43404,1.48046,-3.25994,-14.85839,-1.82857,0.00088,-1.82698,-1.82971,0.04469,0.00025,0.04515,0.04429,-1.78357,0.00078,-1.78205,-1.78466,-1.89968,0.00086,-1.89853,-1.90139,2.84240,1.55549,23.18522,1.02452,0.29465,0.17808,0.97107,0.00143,4.69838,1.18507,13.40034,2.55546
790,475.212260723114,12959744,766.72934,11940.35961,356.48679,434.57397,24.21663,16.42159,873.75000,-0.19833,0.50412,0.58174,-2.14927,4.16956,1.38606,9.75489,2.31155,25.27221,7.61036,51.67619,10.89559,-42.42198,17.14621,-14.53239,-83.31487,14.17505,12.72154,85.22229,3.56068,186.33673,110.54212,734.74030,47.08039,0.00844,0.01046,0.04321,-0.01409,2.42148,0.05495,2.58807,2.27429,1.74679,0.05219,1.87109,1.60126,5.27343,0.06499,5.42093,5.05006,-6.49054,1.38248,-3.71177,-11.87932,-1.82625,0.00054,-1.82525,-1.82707,0.04511,0.00024,0.04551,0.04470,-1.78126,0.00079,-1.77995,-1.78234,-1.89863,0.00030,-1.89804,-1.89912,2.65539,1.73753,29.03748,1.04391,0.31195,0.18810,0.97148,0.00934,4.50608,1.05485,10.26186,2.38492
